id,title,torrent_url
112,"NormaA.K.A. Coupe-toi les ongles et passe-moi le beurre / NORM (Peter Balakoff, Lima Productions) [1970 g., SOFTCORE, SEX, ORAL, TEEN, LESBIAN. ORGY, VHSRip]",https://d.ptorrents.com/bt/[ptorrents.com].17411.torrent
113,"Erotic Obsessions / Victim-erotomaniac (Madison Monroe, MRG Entertainment) [2002, Romance | Thriller, TVRip]",https://d.ptorrents.com/bt/[ptorrents.com].17418.torrent
114,"Sexual Intrigue / Sexual intrigue (J. Edie Martin, Inverness Media) [2000 g., Crime, Drama, Erotica, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].17507.torrent
115,"Tropical Tease / Tropical seduction (Paul Madden, Kushner-Locke Company) [1994 g., Comedy, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].17771.torrent
116,"Bikini Goddesses / Goddess bikini (David DeCoteau, Cinema Home Video) [1996, Comedy, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].17986.torrent
117,"Erika - The Performer (Filippo Walter Ratti (as Peter Rush), Primax) [1971, Drama, Exploitation, TVRip]",https://d.ptorrents.com/bt/[ptorrents.com].18122.torrent
118,"Alexandra The Greatest / Greatest Alexander (Napali Video) [2007, Big Tits, Big Boobs, Solo, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].18128.torrent
119,"Dr. Jekyll & Mistress Hyde / Dr. Jekyll and Ms. Hyde (Tony Marsiglia, Seduction Cinema) [2003, Drama | Horror | Sci-Fi, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].18208.torrent
120,"The Da Vinci Coed / Student da Vinci (Jim Wynorski, Glorioski Productions) [2007, Comedy, TVRip]",https://d.ptorrents.com/bt/[ptorrents.com].18353.torrent
121,"Forbidden Sins / Prohibited sins (Robert Angelo, MRG Entertainment, Industrial Entertainment) [1999, Crime | Drama | Thriller, TVRip]",https://d.ptorrents.com/bt/[ptorrents.com].18354.torrent
122,"Love / Love (Gaspar Noé, Les Cinémas de la Zone, RT Features, Rectangle Productions) [2015, Erotic]",https://d.ptorrents.com/bt/[ptorrents.com].18355.torrent
123,"Femalien II / 2 The alien (Cybil Richards, Twilight Movies) [1998 g., Sci-Fi, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].18356.torrent
124,"Dead Sexy / In bed with a killer (Robert Angelo, Magic Hour Pictures, Mainline Releasing) [2001, Crime | Drama | Mystery | Thriller, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].18421.torrent
125,"The Erotic Diary of Misty Mundae / Erotic Diary Misty Manda (Helen Black, E.I. Independent Cinema) [2004, Drama, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].18803.torrent
126,"Nashville girl / girl from Nashville (Gus Trikonis, New World Pictures) [1976, Erotica, HDRip]",https://d.ptorrents.com/bt/[ptorrents.com].18871.torrent
127,"Busty Cops 2 More Cops, Biger Busts! / Busty Cops 2 (Jim Wynorski (as Harold Blueberry)) [2006, Lesbi, Sex, Solo, Big Tits, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].19100.torrent
128,"LOVE / LOVE (Gaspar Noé) [2015, Erotic, Drama, Romance, WEB-DL] [rus]",https://d.ptorrents.com/bt/[ptorrents.com].19132.torrent
129,"La casa de las mujeres perdidas Perversión en la isla perdida / House of Lost Women (Jesús Franco, Golden Films Internacional S.A.) [1983, Erotic, TVRip]",https://d.ptorrents.com/bt/[ptorrents.com].19133.torrent
130,"Clam-Diving Ama Shiofuki Ama /? (Shin'ichi Shiratori, Nikkatsu) [1979, Erotic, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].19134.torrent
131,"Fallen Angel (1997) / Fallen Angel (John Quinn, Playboy Entertainment Grou) [1997, Drama, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].19228.torrent
132,"Emmanuelle in Rio / Emmanuelle in Rio (Kevin Alber, New Concorde Home Entertainmen) [2003, Drama | Romance, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].19292.torrent
133,"Barely Legal Lesbian Vampires: The Curse of Ed Wood! / Lesbian Vampires: The Curse of Ed Wood (Tim R. Swartz, Maxim Media International) [2003, Fantasy | Horror, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].19426.torrent
134,"House of Sin / House of Sin (Philip Gardiner, Chalk Productions, Reality Entertainment (RE), Red Sky Productions) [2011, Drama, DVDRip]",https://d.ptorrents.com/bt/[ptorrents.com].19620.torrent
